"Registration.date","Total.usage.time","Pets","Carpet.score","Sent.for.repair","Failure.date","Battery.status","Impact.status","IR.status","Possession.time"
2019-09-20,135,1,6,0,2019-12-31,0,0,0,2448
2017-07-10,919,0,3,0,2019-12-31,0,0,0,21696
2015-03-27,2299,1,4,1,2017-09-22,1,0,0,21840
2019-06-10,150,0,2,0,2019-12-31,0,0,0,4896
2015-12-26,1981,1,3,1,2017-11-21,1,0,0,16704
2015-12-08,2895,1,3,1,2019-09-07,1,0,0,32856
2017-10-30,1718,1,3,0,2019-12-31,0,0,0,19008
2017-12-06,388,0,4,0,2019-12-31,0,0,0,18120
2019-11-07,87,1,4,0,2019-12-31,0,0,0,1296
2016-04-12,1417,0,3,0,2019-12-31,0,0,0,32592
2018-12-30,257,0,4,0,2019-12-31,0,0,0,8784
2015-09-10,991,0,3,1,2018-01-03,0,0,1,20304
2016-03-23,1761,0,6,0,2019-12-31,0,0,0,33072
2019-04-24,133,0,2,0,2019-12-31,0,0,0,6024
2018-02-02,1261,1,4,0,2019-12-31,0,0,0,16728
2016-06-03,1139,1,5,1,2018-02-08,0,0,1,14760
2018-04-08,745,0,4,0,2019-12-31,0,0,0,15168
2019-09-27,89,0,3,0,2019-12-31,0,0,0,2280
2017-04-18,2147,1,2,0,2019-12-31,0,0,0,23688
2016-03-25,1314,1,5,1,2019-01-03,1,0,0,24336
2017-08-29,2213,1,2,1,2019-11-22,1,0,0,19560
2018-09-21,324,0,5,0,2019-12-31,0,0,0,11184
2015-10-09,3108,1,5,0,2019-12-31,0,0,0,37056
2019-05-02,408,1,4,0,2019-12-31,0,0,0,5832
2018-03-23,584,0,3,0,2019-12-31,0,0,0,15552
2019-12-02,50,1,1,0,2019-12-31,0,0,0,696
2015-10-20,2913,1,4,1,2019-06-22,1,0,0,32184
2016-01-06,1448,0,3,0,2019-12-31,0,0,0,34920
2019-03-14,582,1,2,0,2019-12-31,0,0,0,7008
2017-08-26,1326,1,2,0,2019-12-31,0,0,0,20568
2015-08-01,1474,0,2,0,2019-12-31,0,0,0,38712
2019-02-16,356,1,3,0,2019-12-31,0,0,0,7632
2019-03-23,435,0,5,0,2019-12-31,0,0,0,6792
2016-07-16,37,0,4,1,2016-08-30,0,0,1,1080
2019-07-08,161,0,2,0,2019-12-31,0,0,0,4224
2018-08-15,977,1,3,0,2019-12-31,0,0,0,12072
2019-06-01,380,1,5,0,2019-12-31,0,0,0,5112
2016-08-31,1824,0,2,0,2019-12-31,0,0,0,29208
2019-12-25,9,0,2,0,2019-12-31,0,0,0,144
2015-08-23,1777,1,3,0,2019-12-31,0,0,0,38184
2015-02-20,1457,0,3,1,2019-09-29,1,0,0,40368
2015-01-24,1167,0,5,1,2018-02-13,0,0,1,26784
2016-02-08,1651,0,7,0,2019-12-31,0,0,0,34128
2018-06-25,577,0,5,0,2019-12-31,0,0,0,13296
2015-03-01,2205,0,1,1,2019-09-08,0,1,0,39648
2016-10-30,2770,1,2,0,2019-12-31,0,0,0,27768
2017-07-26,1230,1,3,1,2018-11-10,1,0,0,11328
2019-10-14,168,1,2,0,2019-12-31,0,0,0,1872
2015-07-10,1424,1,3,1,2016-11-13,1,0,0,11808
2015-08-30,3099,1,3,0,2019-12-31,0,0,0,38016
2018-02-03,694,0,2,0,2019-12-31,0,0,0,16704
2016-07-24,1109,0,2,0,2019-12-31,0,0,0,30120
2017-06-12,744,0,4,0,2019-12-31,0,0,0,22368
2018-12-14,512,0,3,0,2019-12-31,0,0,0,9168
2015-01-28,1354,0,4,0,2019-12-31,0,0,0,43152
2016-12-26,151,0,2,1,2017-06-06,0,0,1,3888
2018-05-15,585,0,3,0,2019-12-31,0,0,0,14280
2018-06-08,1259,1,4,0,2019-12-31,0,0,0,13704
2019-07-09,129,0,5,0,2019-12-31,0,0,0,4200
2019-07-24,428,1,4,0,2019-12-31,0,0,0,3840
2016-04-28,518,0,1,1,2017-10-06,0,0,1,12624
2019-12-05,64,1,5,0,2019-12-31,0,0,0,624
2015-05-04,1041,0,2,1,2019-10-20,0,0,0,39120
2017-08-08,1542,1,5,0,2019-12-31,0,0,0,21000
2019-06-03,509,1,6,0,2019-12-31,0,0,0,5064
2016-01-03,1623,0,3,1,2019-06-22,0,0,1,30384
2017-12-11,706,0,2,0,2019-12-31,0,0,0,18000
2015-09-11,1610,0,3,0,2019-12-31,0,0,0,37728
2019-08-31,162,0,4,0,2019-12-31,0,0,0,2928
2016-06-17,2843,1,4,0,2019-12-31,0,0,0,31008
2016-05-05,1289,0,3,0,2019-12-31,0,0,0,32040
2016-09-03,1935,1,4,1,2018-05-24,1,0,0,15072
2016-01-30,3063,1,2,1,2019-09-11,0,1,0,31680
2015-07-26,1938,0,4,0,2019-12-31,0,0,0,38856
2019-05-03,415,1,1,0,2019-12-31,0,0,0,5808
2018-08-16,510,0,4,0,2019-12-31,0,0,0,12048
2019-09-05,80,0,5,0,2019-12-31,0,0,0,2808
2019-08-12,369,1,4,0,2019-12-31,0,0,0,3384
2015-07-20,1212,0,3,0,2019-12-31,0,0,0,39000
2016-08-23,2023,1,3,0,2019-12-31,0,0,0,29400
2018-09-01,1280,1,1,1,2019-10-21,1,0,0,9960
2015-09-30,2012,1,4,0,2019-12-31,0,0,0,37272
2018-07-09,637,0,5,0,2019-12-31,0,0,0,12960
2015-07-05,1781,0,4,0,2019-12-31,0,0,0,39360
2018-01-31,560,1,7,0,2019-12-31,0,0,0,16776
2018-11-24,833,1,2,0,2019-12-31,0,0,0,9648
2017-11-22,726,0,4,0,2019-12-31,0,0,0,18456
2017-07-24,1635,1,2,0,2019-12-31,0,0,0,21360
2016-06-09,1330,0,2,0,2019-12-31,0,0,0,31200
2015-02-21,2360,1,3,1,2019-02-15,1,0,0,34920
2016-07-20,1375,0,1,0,2019-12-31,0,0,0,30216
2017-04-03,841,0,3,0,2019-12-31,0,0,0,24048
2015-06-09,2603,1,2,1,2018-12-21,1,0,0,30984
2017-07-02,1879,1,1,0,2019-12-31,0,0,0,21888
2019-12-30,2,0,5,0,2019-12-31,0,0,0,24
2015-12-31,2262,1,2,0,2019-12-31,0,0,0,35064
2019-07-08,79,0,6,0,2019-12-31,0,0,0,4224
2015-07-22,239,0,3,0,2019-12-31,0,0,0,38952
2018-01-11,1163,1,3,0,2019-12-31,0,0,0,17256
2016-08-16,1272,0,4,0,2019-12-31,0,0,0,29568
2019-04-22,218,0,3,0,2019-12-31,0,0,0,6072
2016-03-16,1129,0,3,0,2019-12-31,0,0,0,33240
2016-07-02,1001,1,3,0,2019-12-31,0,0,0,30648
2016-04-01,1364,1,3,0,2019-12-31,0,0,0,32856
2018-07-27,409,0,3,0,2019-12-31,0,0,0,12528
2015-01-20,1171,0,3,0,2019-12-31,0,0,0,43344
2017-02-17,1049,1,3,0,2019-12-31,0,0,0,25128
2017-03-15,800,0,4,0,2019-12-31,0,0,0,24504
2018-03-31,922,0,2,0,2019-12-31,0,0,0,15360
2019-02-22,671,1,2,0,2019-12-31,0,0,0,7488
2017-11-29,649,0,3,0,2019-12-31,0,0,0,18288
2019-05-20,129,0,3,0,2019-12-31,0,0,0,5400
2016-06-02,1534,1,3,1,2018-08-18,1,0,0,19368
2019-11-27,36,0,3,0,2019-12-31,0,0,0,816
2018-12-17,381,1,3,0,2019-12-31,0,0,0,9096
2018-01-09,1630,1,2,0,2019-12-31,0,0,0,17304
2019-01-22,218,0,6,0,2019-12-31,0,0,0,8232
2015-09-25,2003,1,2,1,2017-10-27,1,0,0,18312
2016-04-16,2397,1,1,1,2018-06-28,1,0,0,19272
2018-06-18,777,0,1,0,2019-12-31,0,0,0,13464
2016-07-18,1670,1,2,0,2019-12-31,0,0,0,30264
2019-04-28,531,1,2,0,2019-12-31,0,0,0,5928
2018-05-28,779,0,3,0,2019-12-31,0,0,0,13968
2019-11-07,69,0,4,0,2019-12-31,0,0,0,1296
2015-08-15,983,0,2,0,2019-12-31,0,0,0,38376
2018-12-16,191,0,3,0,2019-12-31,0,0,0,9120
2017-10-18,933,1,4,0,2019-12-31,0,0,0,19296
2019-08-11,263,1,4,0,2019-12-31,0,0,0,3408
2016-06-01,842,0,2,0,2019-12-31,0,0,0,31392
2018-05-07,1240,1,2,0,2019-12-31,0,0,0,14472
2015-12-12,797,1,3,1,2016-10-02,1,0,0,7080
2015-07-03,1115,0,3,0,2019-12-31,0,0,0,39408
2016-02-01,770,0,1,0,2019-12-31,0,0,0,34296
2015-12-22,2207,0,2,0,2019-12-31,0,0,0,35280
2015-04-21,1006,0,4,0,2019-12-31,0,0,0,41160
2019-11-07,43,0,2,0,2019-12-31,0,0,0,1296
2016-04-08,1574,0,3,0,2019-12-31,0,0,0,32688
2018-10-18,750,1,1,0,2019-12-31,0,0,0,10536
2016-12-21,610,0,5,0,2019-12-31,0,0,0,26520
2016-04-05,1652,0,3,0,2019-12-31,0,0,0,32760
2018-12-25,774,1,3,0,2019-12-31,0,0,0,8904
2016-03-14,2088,1,3,1,2018-11-19,1,0,0,23520
2015-10-01,2895,1,3,0,2019-12-31,0,0,0,37248
2015-11-23,947,0,3,0,2019-12-31,0,0,0,35976
2019-09-09,107,0,2,0,2019-12-31,0,0,0,2712
2017-10-17,496,0,4,0,2019-12-31,0,0,0,19320
2018-08-24,639,0,2,0,2019-12-31,0,0,0,11856
2017-01-02,744,1,3,0,2019-12-31,0,0,0,26232
2016-02-18,1995,1,3,1,2017-12-02,1,0,0,15672
2015-11-13,1491,0,5,0,2019-12-31,0,0,0,36216
2019-12-15,46,1,1,0,2019-12-31,0,0,0,384
2019-06-09,182,0,2,0,2019-12-31,0,0,0,4920
2015-05-26,1489,0,3,0,2019-12-31,0,0,0,40320
2017-07-15,876,0,5,0,2019-12-31,0,0,0,21576
2019-06-15,251,0,1,0,2019-12-31,0,0,0,4776
2018-11-17,1010,1,5,0,2019-12-31,0,0,0,9816
2015-06-28,2322,1,3,0,2019-12-31,0,0,0,39528
2016-10-04,2401,1,4,0,2019-12-31,0,0,0,28392
2018-09-10,643,0,5,0,2019-12-31,0,0,0,11448
2017-11-05,727,0,3,0,2019-12-31,0,0,0,18864
2017-09-20,1257,1,3,1,2018-12-04,0,0,1,10560
2019-03-31,240,0,2,0,2019-12-31,0,0,0,6600
2016-05-21,2612,1,1,1,2019-11-21,0,1,0,30696
2018-10-02,997,1,4,0,2019-12-31,0,0,0,10920
2015-11-30,1024,0,3,0,2019-12-31,0,0,0,35808
2019-02-18,416,0,2,0,2019-12-31,0,0,0,7584
2017-12-30,1468,1,3,0,2019-12-31,0,0,0,17544
2015-03-03,1542,1,4,1,2016-10-31,1,0,0,14592
2017-07-10,1813,1,2,0,2019-12-31,0,0,0,21696
2017-11-07,1089,0,5,0,2019-12-31,0,0,0,18816
2018-07-27,1142,1,2,0,2019-12-31,0,0,0,12528
2017-02-13,849,0,2,0,2019-12-31,0,0,0,25224
2018-08-09,477,0,3,0,2019-12-31,0,0,0,12216
2016-04-15,1535,0,3,0,2019-12-31,0,0,0,32520
2019-08-04,54,0,4,0,2019-12-31,0,0,0,3576
2016-06-08,1656,0,2,0,2019-12-31,0,0,0,31224
2019-09-11,157,0,4,0,2019-12-31,0,0,0,2664
2019-10-07,192,1,6,0,2019-12-31,0,0,0,2040
2015-09-20,2595,0,4,0,2019-12-31,0,0,0,37512
2018-05-02,1361,1,3,0,2019-12-31,0,0,0,14592
2019-09-18,180,0,5,0,2019-12-31,0,0,0,2496
2017-03-19,2051,1,3,0,2019-12-31,0,0,0,24408
2017-04-20,666,0,3,0,2019-12-31,0,0,0,23640
2019-02-17,360,0,2,0,2019-12-31,0,0,0,7608
2018-05-26,1164,1,4,0,2019-12-31,0,0,0,14016
2016-06-18,1956,1,3,0,2019-12-31,0,0,0,30984
2018-02-07,910,0,3,0,2019-12-31,0,0,0,16608
2017-10-10,1330,1,2,0,2019-12-31,0,0,0,19488
2017-09-13,456,0,2,0,2019-12-31,0,0,0,20136
2019-08-18,75,0,1,0,2019-12-31,0,0,0,3240
2016-07-30,2402,1,1,1,2019-06-09,0,1,0,25056
2016-11-06,1330,0,1,0,2019-12-31,0,0,0,27600
2016-09-23,2253,0,7,0,2019-12-31,0,0,0,28656
2016-01-23,2959,1,5,1,2018-11-05,1,0,0,24408
2019-09-07,111,0,5,0,2019-12-31,0,0,0,2760
2016-06-16,1715,0,1,0,2019-12-31,0,0,0,31032
2019-12-24,8,0,4,0,2019-12-31,0,0,0,168
2015-09-25,1555,0,2,0,2019-12-31,0,0,0,37392
2019-04-04,162,0,2,0,2019-12-31,0,0,0,6504
2017-12-31,795,0,3,0,2019-12-31,0,0,0,17520
2019-03-08,347,0,4,0,2019-12-31,0,0,0,7152
2018-02-21,695,0,3,0,2019-12-31,0,0,0,16272
2017-04-09,1487,0,3,0,2019-12-31,0,0,0,23904
2019-01-07,462,0,2,0,2019-12-31,0,0,0,8592
2015-08-10,711,1,3,1,2016-05-01,1,0,0,6360
2019-10-27,70,0,1,0,2019-12-31,0,0,0,1560
2017-09-07,1831,1,2,0,2019-12-31,0,0,0,20280
2019-08-07,47,0,3,0,2019-12-31,0,0,0,3504
2017-09-15,973,0,2,0,2019-12-31,0,0,0,20088
2015-07-12,1214,0,2,1,2019-03-04,0,0,1,31944
2017-10-16,878,0,3,0,2019-12-31,0,0,0,19344
2019-11-20,42,0,1,0,2019-12-31,0,0,0,984
2017-06-22,63,1,4,1,2017-07-20,0,0,1,672
2017-10-11,647,0,7,0,2019-12-31,0,0,0,19464
2019-08-07,176,0,7,0,2019-12-31,0,0,0,3504
2016-09-30,2086,1,2,1,2019-07-01,1,0,0,24096
2019-09-21,145,1,4,0,2019-12-31,0,0,0,2424
2019-11-04,65,0,5,0,2019-12-31,0,0,0,1368
2019-03-18,763,1,6,0,2019-12-31,0,0,0,6912
2018-05-01,475,0,5,0,2019-12-31,0,0,0,14616
2016-02-26,1457,1,2,1,2017-06-01,1,0,0,11064
2019-10-16,79,0,1,0,2019-12-31,0,0,0,1824
2017-10-03,1453,1,4,0,2019-12-31,0,0,0,19656
2017-05-31,916,0,4,0,2019-12-31,0,0,0,22656
2019-08-26,84,0,1,0,2019-12-31,0,0,0,3048
2016-02-29,93,0,5,1,2016-05-17,0,0,1,1872
2018-09-17,460,1,5,0,2019-12-31,0,0,0,11280
2015-02-15,1165,0,2,0,2019-12-31,0,0,0,42720
2016-03-22,1130,0,3,0,2019-12-31,0,0,0,33096
2019-05-08,204,0,3,0,2019-12-31,0,0,0,5688
2016-11-27,2259,1,3,0,2019-12-31,0,0,0,27096
2015-12-08,2273,1,5,0,2019-12-31,0,0,0,35616
2015-10-12,1199,0,2,0,2019-12-31,0,0,0,36984
2019-01-15,345,0,3,0,2019-12-31,0,0,0,8400
2019-01-20,529,0,2,0,2019-12-31,0,0,0,8280
2017-09-27,984,0,2,0,2019-12-31,0,0,0,19800
2016-06-20,722,0,5,0,2019-12-31,0,0,0,30936
2018-05-29,856,0,4,0,2019-12-31,0,0,0,13944
2019-03-21,345,1,3,0,2019-12-31,0,0,0,6840
2019-06-27,110,0,2,0,2019-12-31,0,0,0,4488
2019-07-31,153,0,3,0,2019-12-31,0,0,0,3672
2016-07-26,1390,1,2,1,2017-11-07,1,0,0,11256
2019-02-19,706,1,2,0,2019-12-31,0,0,0,7560
2016-08-11,1511,0,2,0,2019-12-31,0,0,0,29688
2016-09-19,1243,0,2,0,2019-12-31,0,0,0,28752
2017-01-15,1072,0,1,0,2019-12-31,0,0,0,25920
2015-09-12,1532,0,3,0,2019-12-31,0,0,0,37704
2019-04-12,55,1,1,0,2019-12-31,0,0,0,6312
2016-01-31,1483,0,3,0,2019-12-31,0,0,0,34320
2016-08-02,2097,1,2,1,2018-06-16,1,0,0,16392
2017-09-15,533,0,5,0,2019-12-31,0,0,0,20088
2017-02-24,1366,1,3,1,2018-04-17,1,0,0,10008
2016-10-28,1691,0,3,0,2019-12-31,0,0,0,27816
2018-12-08,536,0,2,0,2019-12-31,0,0,0,9312
2019-05-07,252,0,3,0,2019-12-31,0,0,0,5712
2018-11-28,780,1,2,0,2019-12-31,0,0,0,9552
2017-07-12,1010,1,3,0,2019-12-31,0,0,0,21648
2018-12-08,788,1,2,0,2019-12-31,0,0,0,9312
2015-01-29,1715,0,4,0,2019-12-31,0,0,0,43128
2017-08-06,1328,1,7,0,2019-12-31,0,0,0,21048
2019-01-21,599,1,4,0,2019-12-31,0,0,0,8256
2018-11-20,742,1,3,0,2019-12-31,0,0,0,9744
2019-11-08,136,1,5,0,2019-12-31,0,0,0,1272
2018-01-23,904,1,4,0,2019-12-31,0,0,0,16968
2016-07-14,1232,0,1,0,2019-12-31,0,0,0,30360
2016-04-26,809,0,5,1,2018-05-18,0,0,1,18048
2018-03-20,1026,1,2,0,2019-12-31,0,0,0,15624
2019-10-28,150,1,2,0,2019-12-31,0,0,0,1536
2017-01-01,2398,1,2,1,2019-02-21,1,0,0,18744
2015-02-27,1451,0,3,1,2018-12-25,0,0,0,33528
2015-08-19,2356,1,2,1,2019-07-03,1,0,0,33936
2019-01-02,391,0,5,0,2019-12-31,0,0,0,8712
2016-07-18,2740,1,3,0,2019-12-31,0,0,0,30264
2018-03-03,1816,1,2,0,2019-12-31,0,0,0,16032
2017-03-11,921,0,4,0,2019-12-31,0,0,0,24600
2017-07-18,896,0,4,0,2019-12-31,0,0,0,21504
2016-09-28,2255,1,4,0,2019-12-31,0,0,0,28536
2016-05-08,1780,1,4,0,2019-12-31,0,0,0,31968
2018-01-31,874,0,3,0,2019-12-31,0,0,0,16776
2016-12-26,1018,0,2,0,2019-12-31,0,0,0,26400
2015-06-04,1879,0,6,0,2019-12-31,0,0,0,40104
2019-10-28,45,0,5,0,2019-12-31,0,0,0,1536
2019-03-15,289,0,2,0,2019-12-31,0,0,0,6984
2017-04-22,2328,1,2,0,2019-12-31,0,0,0,23592
2015-11-23,1972,0,3,1,2019-11-21,0,1,0,35016
2016-10-01,817,0,4,0,2019-12-31,0,0,0,28464
2017-02-09,2057,1,3,0,2019-12-31,0,0,0,25320
2015-12-13,1743,1,3,0,2019-12-31,0,0,0,35496
2018-05-25,278,0,6,0,2019-12-31,0,0,0,14040
2016-07-20,990,0,2,0,2019-12-31,0,0,0,30216
2018-12-16,546,1,4,0,2019-12-31,0,0,0,9120
2017-05-01,1162,0,4,0,2019-12-31,0,0,0,23376
2015-04-23,2120,0,3,0,2019-12-31,0,0,0,41112
2015-06-09,2071,0,3,0,2019-12-31,0,0,0,39984
2015-11-20,1511,0,3,0,2019-12-31,0,0,0,36048
2019-05-14,505,1,2,0,2019-12-31,0,0,0,5544
2017-01-27,2081,1,3,0,2019-12-31,0,0,0,25632
2017-09-11,1770,1,2,0,2019-12-31,0,0,0,20184
2015-06-20,2577,1,2,1,2018-11-10,1,0,0,29736
2019-08-23,97,0,5,0,2019-12-31,0,0,0,3120
2017-11-28,799,0,3,0,2019-12-31,0,0,0,18312
2019-03-13,505,0,6,0,2019-12-31,0,0,0,7032
2017-01-16,855,0,5,0,2019-12-31,0,0,0,25896
2019-08-10,106,0,4,0,2019-12-31,0,0,0,3432
2019-11-24,34,0,2,0,2019-12-31,0,0,0,888
2015-06-15,3071,1,4,1,2019-09-11,1,0,0,37176
2015-04-19,361,0,2,1,2017-05-20,0,0,1,18288
2018-08-05,522,0,2,0,2019-12-31,0,0,0,12312
2016-12-24,1588,1,6,0,2019-12-31,0,0,0,26448
2016-10-17,1493,0,1,0,2019-12-31,0,0,0,28080
2015-07-08,2508,1,3,1,2017-12-28,1,0,0,21696
2017-05-28,1808,1,3,0,2019-12-31,0,0,0,22728
2015-12-18,961,0,5,1,2019-12-21,0,0,0,35136
2016-05-16,1772,1,3,1,2019-05-22,1,0,0,26424
2019-08-29,66,0,2,0,2019-12-31,0,0,0,2976
2017-12-04,983,0,2,0,2019-12-31,0,0,0,18168
2015-05-17,1471,1,4,0,2019-12-31,0,0,0,40536
2017-09-08,1791,1,4,0,2019-12-31,0,0,0,20256
2019-07-08,238,0,2,0,2019-12-31,0,0,0,4224
2015-02-01,1616,0,4,0,2019-12-31,0,0,0,43056
2016-10-02,547,0,3,1,2019-02-25,1,0,0,21024
2019-01-06,279,1,3,0,2019-12-31,0,0,0,8616
2018-09-24,346,0,4,0,2019-12-31,0,0,0,11112
2017-10-22,477,0,2,0,2019-12-31,0,0,0,19200
2015-09-02,1820,0,2,0,2019-12-31,0,0,0,37944
2015-10-30,1669,1,4,1,2017-05-01,1,0,0,13176
2019-01-24,219,0,7,0,2019-12-31,0,0,0,8184
2015-09-05,1758,0,5,0,2019-12-31,0,0,0,37872
2019-04-28,133,0,1,0,2019-12-31,0,0,0,5928
2016-03-23,2957,1,2,0,2019-12-31,0,0,0,33072
2015-05-18,1893,0,5,1,2018-07-30,0,0,1,28056
2015-04-14,1128,0,2,0,2019-12-31,0,0,0,41328
2019-03-24,321,0,2,0,2019-12-31,0,0,0,6768
2017-10-10,8,0,3,1,2017-10-17,0,0,1,168
2016-12-30,581,0,5,0,2019-12-31,0,0,0,26304
2019-09-01,175,0,3,0,2019-12-31,0,0,0,2904
2019-08-14,339,1,4,0,2019-12-31,0,0,0,3336
2017-11-18,1182,1,3,0,2019-12-31,0,0,0,18552
2016-06-12,1924,1,2,0,2019-12-31,0,0,0,31128
2018-07-03,987,1,3,0,2019-12-31,0,0,0,13104
2017-12-14,1415,1,2,0,2019-12-31,0,0,0,17928
2015-05-07,2760,1,3,1,2019-04-08,0,0,0,34368
2016-04-06,1407,0,3,0,2019-12-31,0,0,0,32736
2015-04-23,3819,1,2,1,2019-10-23,1,0,0,39456
2018-05-10,1061,1,3,0,2019-12-31,0,0,0,14400
2015-12-04,2753,1,4,1,2019-03-09,1,0,0,28584
2019-04-30,158,0,4,0,2019-12-31,0,0,0,5880
2018-10-28,857,1,4,0,2019-12-31,0,0,0,10296
2018-10-26,443,0,3,0,2019-12-31,0,0,0,10344
2015-12-10,2155,0,4,1,2019-12-25,1,0,0,35424
2015-09-22,1822,0,1,0,2019-12-31,0,0,0,37464
2018-07-23,524,1,3,0,2019-12-31,0,0,0,12624
2019-06-12,430,1,3,0,2019-12-31,0,0,0,4848
2017-01-24,2062,1,3,1,2019-04-30,1,0,0,19824
2016-08-01,1286,0,1,0,2019-12-31,0,0,0,29928
2018-03-31,620,0,5,0,2019-12-31,0,0,0,15360
2017-12-26,489,0,3,0,2019-12-31,0,0,0,17640
2015-09-30,1726,0,5,0,2019-12-31,0,0,0,37272
2019-07-12,176,0,3,0,2019-12-31,0,0,0,4128
2015-11-09,2649,0,5,0,2019-12-31,0,0,0,36312
2018-02-23,764,0,5,0,2019-12-31,0,0,0,16224
2017-04-17,936,0,3,0,2019-12-31,0,0,0,23712
2016-08-26,1497,1,3,1,2018-01-13,1,0,0,12120
2017-02-01,892,0,2,0,2019-12-31,0,0,0,25512
2018-05-07,432,0,4,0,2019-12-31,0,0,0,14472
2015-03-09,1739,1,5,1,2017-03-02,1,0,0,17376
2016-09-01,2145,1,3,0,2019-12-31,0,0,0,29184
2018-07-10,965,0,6,0,2019-12-31,0,0,0,12936
2016-12-22,1343,1,3,0,2019-12-31,0,0,0,26496
2015-02-16,3142,1,3,1,2019-01-30,0,1,0,34656
2019-11-02,131,1,2,0,2019-12-31,0,0,0,1416
2016-09-10,1534,1,3,1,2019-01-03,1,0,0,20280
2019-05-21,215,0,4,0,2019-12-31,0,0,0,5376
2017-08-11,2275,1,4,0,2019-12-31,0,0,0,20928
2017-11-21,2013,1,4,0,2019-12-31,0,0,0,18480
2016-03-16,1721,0,3,0,2019-12-31,0,0,0,33240
2015-06-17,1168,0,3,0,2019-12-31,0,0,0,39792
2015-05-27,2755,1,2,0,2019-12-31,0,0,0,40296
2019-10-19,81,0,4,0,2019-12-31,0,0,0,1752
2016-09-21,1730,1,5,0,2019-12-31,0,0,0,28704
2019-01-25,332,0,3,0,2019-12-31,0,0,0,8160
2017-04-12,994,0,5,0,2019-12-31,0,0,0,23832
2015-06-19,1230,1,3,1,2018-08-29,0,0,0,28008
2015-11-21,1623,0,3,0,2019-12-31,0,0,0,36024
2019-02-06,355,0,2,0,2019-12-31,0,0,0,7872
2015-06-09,879,0,2,1,2018-12-31,1,0,0,31224
2018-11-07,349,0,5,0,2019-12-31,0,0,0,10056
2015-08-01,1296,0,4,0,2019-12-31,0,0,0,38712
2018-09-27,915,1,4,0,2019-12-31,0,0,0,11040
2016-06-29,2047,0,3,0,2019-12-31,0,0,0,30720
2018-08-03,277,0,4,0,2019-12-31,0,0,0,12360
2016-08-17,1433,0,1,0,2019-12-31,0,0,0,29544
2018-08-15,1250,1,2,1,2019-09-14,1,0,0,9480
2019-08-11,96,0,2,0,2019-12-31,0,0,0,3408
2018-06-12,731,0,3,0,2019-12-31,0,0,0,13608
2015-07-01,3057,1,4,1,2018-06-23,1,0,0,26112
2019-03-08,904,1,1,0,2019-12-31,0,0,0,7152
2018-03-30,716,0,3,0,2019-12-31,0,0,0,15384
2016-05-17,753,0,2,0,2019-12-31,0,0,0,31752
2016-09-09,1245,0,3,0,2019-12-31,0,0,0,28992
2017-11-28,610,1,3,1,2018-08-12,0,0,1,6168
2017-09-07,649,0,2,0,2019-12-31,0,0,0,20280
2017-10-25,1876,1,2,0,2019-12-31,0,0,0,19128
2016-04-07,1609,0,3,0,2019-12-31,0,0,0,32712
2017-09-17,1001,0,5,0,2019-12-31,0,0,0,20040
2018-12-11,359,0,2,0,2019-12-31,0,0,0,9240
2015-12-03,1958,1,7,1,2019-07-17,1,0,0,31728
2015-03-22,1742,1,3,1,2016-12-19,1,0,0,15312
2018-01-09,1320,1,2,0,2019-12-31,0,0,0,17304
2017-10-21,612,0,2,0,2019-12-31,0,0,0,19224
2017-02-01,2008,1,3,0,2019-12-31,0,0,0,25512
2017-07-20,874,0,3,0,2019-12-31,0,0,0,21456
2018-09-05,488,0,5,0,2019-12-31,0,0,0,11568
2019-04-10,653,1,4,0,2019-12-31,0,0,0,6360
2017-09-30,917,1,3,0,2019-12-31,0,0,0,19728
2017-01-20,1789,1,6,0,2019-12-31,0,0,0,25800
2016-03-05,1788,1,5,1,2017-11-11,1,0,0,14784
2018-06-14,1370,1,3,1,2019-08-24,1,0,0,10464
2018-08-21,515,0,2,0,2019-12-31,0,0,0,11928
2018-04-11,1100,1,5,0,2019-12-31,0,0,0,15096
2018-06-07,353,0,4,0,2019-12-31,0,0,0,13728
2016-04-17,2883,1,3,1,2019-09-18,0,0,1,29976
2016-07-12,2048,1,7,1,2019-01-27,1,0,0,22296
2017-05-02,1202,0,3,0,2019-12-31,0,0,0,23352
2016-10-24,1050,0,4,0,2019-12-31,0,0,0,27912
2017-03-26,1766,1,2,0,2019-12-31,0,0,0,24240
2019-12-01,64,1,3,0,2019-12-31,0,0,0,720
2019-05-05,170,0,3,0,2019-12-31,0,0,0,5760
2017-10-02,667,1,2,0,2019-12-31,0,0,0,19680
2017-12-21,608,0,4,0,2019-12-31,0,0,0,17760
2016-07-22,1235,0,5,0,2019-12-31,0,0,0,30168
2018-01-26,826,0,1,0,2019-12-31,0,0,0,16896
2016-05-27,2700,1,2,0,2019-12-31,0,0,0,31512
2019-12-14,36,1,1,0,2019-12-31,0,0,0,408
2018-08-20,497,0,4,0,2019-12-31,0,0,0,11952
2018-04-22,181,0,1,0,2019-12-31,0,0,0,14832
2018-03-30,473,0,4,0,2019-12-31,0,0,0,15384
2018-03-17,933,1,5,0,2019-12-31,0,0,0,15696
2018-08-13,844,1,6,0,2019-12-31,0,0,0,12120
2018-07-06,494,0,4,0,2019-12-31,0,0,0,13032
2016-11-15,2467,1,2,0,2019-12-31,0,0,0,27384
2019-09-11,103,0,4,0,2019-12-31,0,0,0,2664
2016-05-25,1614,1,3,0,2019-12-31,0,0,0,31560
